CODE,ISOLATE_ID,ORIGINAL_SPECIES,REGION,SITE,ENVIRONMENT,SAMPLING_SOURCE,NATIONAL_SITE,LOCAL_SITE,REPLICATE,COLONY,ESBL,SOURCE_FILE,AM,AMC,AMI,AN,C,CF,CFA,CFO,CFT,CFV,CN,CPD,CPT,CTF,CTX,CZA,DO,ENR,FT,GEN,GM,IME,IPM,MAR,MRB,N,PRA,SXT,TE,SCORED_RESISTANCE,NUM_ANTIBIOTICS_TESTED,MAR_INDEX
EC_OARWR3C1,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,3.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OARWR3C9,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,3.0,9.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OARWR3C10,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,3.0,10.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_OAFBR1C11,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,1.0,11.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFBR1C18,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,1.0,18.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFBR2C5,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,2.0,5.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFBR2C8,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,2.0,8.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFBR2C14,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,2.0,14.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,R,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,4,22,0.1818
EC_OAFBR2C15,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,2.0,15.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFBR3C1,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,3.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_OAFBR3C2,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,3.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFBR3C4,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,3.0,4.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFBR3C6,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,3.0,6.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,R,S,S,,S,S,I,S,S,,S,,S,,S,S,S,S,R,3,22,0.1364
EC_OAFBR3C7,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,3.0,7.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFBR3C8,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,3.0,8.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFBR3C16,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,3.0,16.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFBR3C18,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Banak,Ormoc,Alegria,3.0,18.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFGR1C1,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,1.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR1C2,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,1.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,I,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR1C6,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,1.0,6.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_OAFGR1C8,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,1.0,8.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR1C10,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,1.0,10.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,I,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR1C11,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,1.0,11.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,I,I,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR1C14,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,1.0,14.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR1C16,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,1.0,16.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFGR2C2,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,2.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR2C4,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,2.0,4.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR2C5,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,2.0,5.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFGR2C6,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,2.0,6.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR2C7,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,2.0,7.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR3C1,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR3C2,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,I,S,,S,S,,S,S,S,,S,S,R,I,R,,S,,S,,S,,S,S,R,4,22,0.1818
EC_OAFGR3C3,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,3.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_OAFGR3C4,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,4.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_OAFGR3C6,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,6.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR3C7,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,7.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,I,I,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR3C8,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,8.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR3C9,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,9.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OAFGR3C13,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,13.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFGR3C14,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,14.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_OAFGR3C15,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,15.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OAFGR3C16,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Fish,Fish Gusaw,Ormoc,Alegria,3.0,16.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OLDWR3C1,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,Drinking Water,Ormoc,Larrazabal,3.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0
EC_OLDWR3C2,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,Drinking Water,Ormoc,Larrazabal,3.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0
EC_OLDWR3C4,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,Drinking Water,Ormoc,Larrazabal,3.0,4.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0
EC_OLDWR3C7,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,Drinking Water,Ormoc,Larrazabal,3.0,7.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0
EC_OLDWR3C17,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,Drinking Water,Ormoc,Larrazabal,3.0,17.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0
SALOLDWR2C2,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,Drinking Water,S,Alegria,2.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,R,1,22,0.0455
SALOLDWR2C3,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,Drinking Water,S,Alegria,2.0,3.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,R,1,22,0.0455
SALOLDWR3C1,Salmonella species,,Region VIII - Eastern Visayas,LARRAZABAL,Water,Drinking Water,S,Alegria,3.0,1.0,,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,R,S,S,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALOLDWR3C7,Salmonella species,,Region VIII - Eastern Visayas,LARRAZABAL,Water,Drinking Water,S,Alegria,3.0,7.0,,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
EC_OLRWR1C2,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,River Water,Ormoc,Larrazabal,1.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLRWR1C4,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,LARRAZABAL,Water,River Water,Ormoc,Larrazabal,1.0,4.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,3,22,0.1364
EC_OLRWR2C6,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,River Water,Ormoc,Larrazabal,2.0,6.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLRWR2C7,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,LARRAZABAL,Water,River Water,Ormoc,Larrazabal,2.0,7.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OLRWR3C3,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,River Water,Ormoc,Larrazabal,3.0,3.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,,22,0.0000
SALOLRWR1C2,Salmonella species,,Region VIII - Eastern Visayas,LARRAZABAL,Water,River Water,S,Alegria,1.0,2.0,,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALOLRWR2C1,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,River Water,S,Alegria,2.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,R,1,22,0.0455
SALOLRWR2C2,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Water,River Water,S,Alegria,2.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,R,1,22,0.0455
EC_OLFBR1C1,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,1.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLFBR1C2,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,1.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,R,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,R,3,22,0.1364
EC_OLFBR1C4,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,1.0,4.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLFBR1C6,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,1.0,6.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OLFBR1C9,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,1.0,9.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,R,I,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,I,S,R,4,22,0.1818
EC_OLFBR1C12,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,1.0,12.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,R,I,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,S,S,R,4,22,0.1818
EC_OLFBR1C15,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,1.0,15.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLFBR2C6,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,2.0,6.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLFBR2C9,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,2.0,9.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLFBR2C12,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,2.0,12.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLFBR2C15,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,2.0,15.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLFBR3C6,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,3.0,6.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OLFBR3C9,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,3.0,9.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLFBR3C10,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,3.0,10.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,R,I,I,,S,,S,,S,S,S,R,R,4,22,0.1818
EC_OLFBR3C11,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,3.0,11.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
